modo_envio,segmento,pais,cidade,estado,cep,regiao,categoria,subcategoria,vendas,quantidade,desconto,lucro,margem
Standard Class,Home Office,United States,New York City,New York,10011,East,Móveis,Cadeiras,767.214,14,0.1,161.9674,0.21111111111111108
Standard Class,Consumer,United States,Lebanon,Tennessee,37087,South,Material de Escritório,Papel,163.96,5,0.2,59.4355,0.3625
First Class,Corporate,United States,Los Angeles,California,90045,West,Móveis,Mesas,161.28,2,0.2,12.096,0.075
Same Day,Consumer,United States,Chula Vista,California,91911,West,Material de Escritório,Arte,192.8,4,0.0,55.912,0.29
Standard Class,Home Office,United States,Mcallen,Texas,78501,Central,Tecnologia,Acessórios,27.696,3,0.2,3.462,0.125
Standard Class,Home Office,United States,Mcallen,Texas,78501,Central,Material de Escritório,Eletrodomésticos,73.164,6,0.8,-186.5682,-2.55
Second Class,Consumer,United States,Hollywood,Florida,33021,South,Material de Escritório,Papel,32.064,6,0.2,11.2224,0.35000000000000003
Standard Class,Consumer,United States,San Francisco,California,94110,West,Móveis,Estantes,205.666,2,0.15,-12.098,-0.05882352941176471
First Class,Consumer,United States,Santa Maria,California,93454,West,Material de Escritório,Armazenamento,115.44,3,0.0,30.0144,0.26
Standard Class,Consumer,United States,Manchester,Connecticut,6040,East,Material de Escritório,Papel,274.8,5,0.0,134.652,0.48999999999999994
Standard Class,Consumer,United States,Manchester,Connecticut,6040,East,Material de Escritório,Armazenamento,195.64,4,0.0,3.9128,0.02
Standard Class,Consumer,United States,Manchester,Connecticut,6040,East,Tecnologia,Celulares,257.98,2,0.0,74.8142,0.29
Standard Class,Consumer,United States,Manchester,Connecticut,6040,East,Material de Escritório,Arte,119.04,6,0.0,48.8064,0.41
Standard Class,Consumer,United States,Omaha,Nebraska,68104,Central,Material de Escritório,Papel,20.07,3,0.0,9.2322,0.46
Standard Class,Consumer,United States,San Jose,California,95123,West,Material de Escritório,Arte,11.76,4,0.0,3.1752,0.26999999999999996
Standard Class,Corporate,United States,San Francisco,California,94122,West,Material de Escritório,Fichários,40.736,2,0.2,14.7668,0.36250000000000004
Second Class,Consumer,United States,San Francisco,California,94109,West,Tecnologia,Celulares,201.584,2,0.2,12.599,0.0625
First Class,Corporate,United States,Long Beach,California,90805,West,Móveis,Cadeiras,340.704,6,0.2,-34.0704,-0.09999999999999999
First Class,Consumer,United States,Columbus,Georgia,31907,South,Móveis,Estantes,354.9,5,0.0,88.725,0.25
Second Class,Home Office,United States,San Francisco,California,94110,West,Móveis,Estantes,1198.33,10,0.15,70.49,0.058823529411764705
Standard Class,Consumer,United States,Los Angeles,California,90004,West,Material de Escritório,Armazenamento,87.92,4,0.0,0.8792,0.01
First Class,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Móveis,Decoração,51.968,2,0.2,10.3936,0.19999999999999998
First Class,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Material de Escritório,Armazenamento,51.336,3,0.2,5.7753,0.1125
First Class,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Material de Escritório,Armazenamento,332.704,1,0.2,33.2704,0.1
First Class,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Móveis,Decoração,42.408,3,0.2,9.5418,0.225
Second Class,Consumer,United States,Tulsa,Oklahoma,74133,Central,Material de Escritório,Envelopes,81.54,3,0.0,38.3238,0.47
Second Class,Consumer,United States,Tulsa,Oklahoma,74133,Central,Tecnologia,Acessórios,167.28,12,0.0,23.4192,0.13999999999999999
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Material de Escritório,Armazenamento,772.68,4,0.0,108.1752,0.14
First Class,Corporate,United States,Lakeland,Florida,33801,South,Tecnologia,Celulares,323.976,3,0.2,28.3479,0.0875
First Class,Corporate,United States,Lakeland,Florida,33801,South,Material de Escritório,Etiquetas,11.808,4,0.2,3.9852,0.33749999999999997
First Class,Corporate,United States,Lakeland,Florida,33801,South,Material de Escritório,Armazenamento,26.16,3,0.2,1.962,0.075
First Class,Corporate,United States,Lakeland,Florida,33801,South,Material de Escritório,Fichários,33.57,5,0.7,-25.737,-0.7666666666666666
First Class,Corporate,United States,Lakeland,Florida,33801,South,Móveis,Decoração,4.992,3,0.2,1.3728,0.275
First Class,Corporate,United States,Lakeland,Florida,33801,South,Móveis,Decoração,20.016,3,0.2,5.5044,0.275
First Class,Corporate,United States,Lakeland,Florida,33801,South,Tecnologia,Acessórios,170.24,2,0.2,53.2,0.3125
Standard Class,Consumer,United States,Houston,Texas,77036,Central,Material de Escritório,Papel,117.456,3,0.2,44.046,0.375
Second Class,Corporate,United States,Los Angeles,California,90008,West,Material de Escritório,Papel,22.96,2,0.0,11.2504,0.49
Second Class,Consumer,United States,Springfield,Virginia,22153,South,Material de Escritório,Papel,13.36,2,0.0,6.4128,0.48
Second Class,Corporate,United States,New York City,New York,10035,East,Material de Escritório,Fichários,34.248,3,0.2,11.5587,0.3375
Second Class,Corporate,United States,New York City,New York,10035,East,Material de Escritório,Arte,3.52,2,0.0,1.0208,0.29
Standard Class,Home Office,United States,Springfield,Missouri,65807,Central,Material de Escritório,Fichários,26.7,5,0.0,12.549,0.47
Standard Class,Home Office,United States,Springfield,Missouri,65807,Central,Tecnologia,Acessórios,21.2,2,0.0,9.116,0.43
Standard Class,Home Office,United States,Springfield,Missouri,65807,Central,Material de Escritório,Armazenamento,838.38,2,0.0,226.3626,0.26999999999999996
Standard Class,Consumer,United States,Columbia,South Carolina,29203,South,Móveis,Cadeiras,1690.04,4,0.0,422.51,0.25
Standard Class,Consumer,United States,Columbia,South Carolina,29203,South,Material de Escritório,Armazenamento,85.96,7,0.0,24.0688,0.28
Standard Class,Consumer,United States,Columbia,South Carolina,29203,South,Material de Escritório,Envelopes,121.96,2,0.0,57.3212,0.47000000000000003
Standard Class,Consumer,United States,Columbia,South Carolina,29203,South,Material de Escritório,Papel,23.92,4,0.0,11.7208,0.49
Standard Class,Consumer,United States,Columbia,South Carolina,29203,South,Material de Escritório,Armazenamento,63.96,2,0.0,6.396,0.09999999999999999
Standard Class,Consumer,United States,Columbia,South Carolina,29203,South,Tecnologia,Celulares,629.95,5,0.0,176.386,0.27999999999999997
Standard Class,Consumer,United States,Columbia,South Carolina,29203,South,Tecnologia,Celulares,113.73,3,0.0,32.9817,0.29
Standard Class,Consumer,United States,Columbia,South Carolina,29203,South,Material de Escritório,Fichários,14.6,2,0.0,6.862,0.47000000000000003
Standard Class,Consumer,United States,Columbia,South Carolina,29203,South,Material de Escritório,Armazenamento,887.84,8,0.0,17.7568,0.019999999999999997
First Class,Home Office,United States,Portland,Oregon,97206,West,Móveis,Cadeiras,403.92,5,0.2,25.245,0.0625
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Material de Escritório,Arte,106.8,10,0.2,10.68,0.1
First Class,Corporate,United States,New York City,New York,10035,East,Material de Escritório,Armazenamento,70.95,3,0.0,20.5755,0.29000000000000004
First Class,Corporate,United States,New York City,New York,10035,East,Material de Escritório,Fichários,34.944,6,0.2,11.7936,0.33749999999999997
First Class,Corporate,United States,New York City,New York,10035,East,Material de Escritório,Arte,119.04,6,0.0,35.712,0.3
Standard Class,Consumer,United States,Des Plaines,Illinois,60016,Central,Tecnologia,Celulares,383.84,4,0.2,47.98,0.125
Standard Class,Consumer,United States,New York City,New York,10035,East,Móveis,Decoração,799.56,9,0.0,207.8856,0.26
Same Day,Consumer,United States,Seattle,Washington,98103,West,Material de Escritório,Armazenamento,31.44,3,0.0,8.4888,0.26999999999999996
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Material de Escritório,Papel,25.92,5,0.2,9.072,0.3499999999999999
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Material de Escritório,Fichários,6.33,5,0.8,-9.8115,-1.55
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Material de Escritório,Papel,75.88,5,0.2,26.558,0.35000000000000003
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Tecnologia,Celulares,329.988,2,0.4,-76.9972,-0.23333333333333336
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Material de Escritório,Armazenamento,71.376,3,0.2,-4.461,-0.0625
Standard Class,Consumer,United States,Columbus,Indiana,47201,Central,Material de Escritório,Papel,63.77,7,0.0,28.6965,0.44999999999999996
Standard Class,Consumer,United States,Columbus,Indiana,47201,Central,Tecnologia,Celulares,50.97,3,0.0,13.2522,0.26
Standard Class,Consumer,United States,Columbus,Indiana,47201,Central,Material de Escritório,Papel,96.08,2,0.0,46.1184,0.48000000000000004
Standard Class,Consumer,United States,Evanston,Illinois,60201,Central,Tecnologia,Copiadoras,1439.968,4,0.2,485.9892,0.33749999999999997
Standard Class,Consumer,United States,Evanston,Illinois,60201,Central,Tecnologia,Acessórios,43.56,3,0.2,-4.9005,-0.1125
Standard Class,Consumer,United States,Apple Valley,California,92307,West,Móveis,Cadeiras,563.92,5,0.2,7.049,0.012500000000000002
Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Tecnologia,Celulares,235.152,8,0.4,-47.0304,-0.2
First Class,Home Office,United States,Marion,Ohio,43302,East,Móveis,Decoração,7.712,2,0.2,1.7352,0.225
Second Class,Consumer,United States,Houston,Texas,77095,Central,Material de Escritório,Papel,51.016,7,0.2,15.9425,0.3125
Second Class,Consumer,United States,Houston,Texas,77095,Central,Material de Escritório,Fixadores,25.248,4,0.2,7.89,0.3125
Second Class,Consumer,United States,Houston,Texas,77095,Central,Móveis,Cadeiras,56.686,1,0.3,-14.5764,-0.2571428571428571
Standard Class,Corporate,United States,Marion,Ohio,43302,East,Material de Escritório,Armazenamento,51.168,2,0.2,-6.396,-0.125
Standard Class,Corporate,United States,Seattle,Washington,98103,West,Material de Escritório,Fichários,2793.528,9,0.2,942.8157,0.3375
Standard Class,Corporate,United States,Seattle,Washington,98103,West,Material de Escritório,Armazenamento,1000.02,7,0.0,290.0058,0.29000000000000004
Standard Class,Corporate,United States,Seattle,Washington,98103,West,Móveis,Decoração,65.94,3,0.0,22.4196,0.34
Second Class,Consumer,United States,Longview,Washington,98632,West,Material de Escritório,Fixadores,18.24,3,0.0,9.12,0.5
Second Class,Consumer,United States,Longview,Washington,98632,West,Material de Escritório,Eletrodomésticos,76.12,2,0.0,22.0748,0.29
Standard Class,Consumer,United States,Redondo Beach,California,90278,West,Material de Escritório,Envelopes,7.64,1,0.0,3.7436,0.49
Standard Class,Corporate,United States,New York City,New York,10035,East,Móveis,Decoração,68.16,3,0.0,27.9456,0.41000000000000003
Standard Class,Corporate,United States,New York City,New York,10035,East,Material de Escritório,Envelopes,62.24,8,0.0,29.2528,0.47
Standard Class,Consumer,United States,Louisville,Kentucky,40214,South,Tecnologia,Celulares,29.97,3,0.0,0.2997,0.010000000000000002
Standard Class,Consumer,United States,Trenton,Michigan,48183,Central,Tecnologia,Celulares,125.7,6,0.0,35.196,0.27999999999999997
Standard Class,Consumer,United States,Trenton,Michigan,48183,Central,Tecnologia,Celulares,191.98,2,0.0,51.8346,0.27
Standard Class,Consumer,United States,Trenton,Michigan,48183,Central,Material de Escritório,Armazenamento,20.86,7,0.0,1.4602,0.06999999999999999
Second Class,Consumer,United States,Los Angeles,California,90045,West,Material de Escritório,Etiquetas,56.7,9,0.0,26.082,0.45999999999999996
Standard Class,Consumer,United States,Hendersonville,Tennessee,37075,South,Móveis,Decoração,72.704,4,0.2,19.0848,0.26250000000000007
Standard Class,Consumer,United States,Hendersonville,Tennessee,37075,South,Material de Escritório,Arte,12.264,7,0.2,1.0731,0.0875
Standard Class,Consumer,United States,Hendersonville,Tennessee,37075,South,Material de Escritório,Armazenamento,218.352,3,0.2,-54.588,-0.25
Standard Class,Consumer,United States,Portland,Oregon,97206,West,Móveis,Estantes,66.294,1,0.7,-103.8606,-1.5666666666666669
Standard Class,Consumer,United States,Portland,Oregon,97206,West,Móveis,Cadeiras,291.168,4,0.2,-14.5584,-0.05
Standard Class,Consumer,United States,Irving,Texas,75061,Central,Tecnologia,Celulares,88.776,3,0.2,7.7679,0.08750000000000001
Standard Class,Home Office,United States,Cleveland,Ohio,44105,East,Tecnologia,Celulares,110.376,4,0.4,-20.2356,-0.18333333333333335
Standard Class,Home Office,United States,Cleveland,Ohio,44105,East,Tecnologia,Acessórios,55.176,3,0.2,15.8631,0.2875
Standard Class,Consumer,United States,Waterloo,Iowa,50701,Central,Material de Escritório,Arte,30.32,4,0.0,11.8248,0.39
Same Day,Consumer,United States,Seattle,Washington,98105,West,Móveis,Cadeiras,177.568,2,0.2,8.8784,0.04999999999999999
Same Day,Consumer,United States,Seattle,Washington,98105,West,Material de Escritório,Papel,19.44,3,0.0,9.3312,0.48000000000000004
Same Day,Consumer,United States,Seattle,Washington,98105,West,Material de Escritório,Papel,71.28,11,0.0,34.2144,0.48
Same Day,Consumer,United States,Seattle,Washington,98105,West,Material de Escritório,Fichários,1471.96,5,0.2,459.9875,0.3125
Same Day,Consumer,United States,Seattle,Washington,98105,West,Tecnologia,Celulares,79.96,5,0.2,-17.991,-0.225
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Material de Escritório,Envelopes,57.576,3,0.2,21.591,0.375
Standard Class,Consumer,United States,New York City,New York,10009,East,Material de Escritório,Fichários,26.336,4,0.2,9.2176,0.35
Standard Class,Consumer,United States,San Jose,California,95123,West,Móveis,Decoração,166.5,3,0.0,21.645,0.13
Standard Class,Consumer,United States,San Jose,California,95123,West,Material de Escritório,Armazenamento,360.38,2,0.0,93.6988,0.26
Second Class,Consumer,United States,Los Angeles,California,90008,West,Material de Escritório,Fichários,11.744,1,0.2,3.8168,0.325
Second Class,Corporate,United States,Concord,New Hampshire,3301,East,Móveis,Decoração,247.44,8,0.0,101.4504,0.41000000000000003
Standard Class,Home Office,United States,Columbia,Tennessee,38401,South,Material de Escritório,Fichários,18.24,2,0.7,-14.592,-0.8
Standard Class,Home Office,United States,Bellevue,Washington,98006,West,Material de Escritório,Suprimentos,25.35,3,0.0,7.605,0.3
Standard Class,Home Office,United States,Seattle,Washington,98105,West,Material de Escritório,Arte,119.04,6,0.0,30.9504,0.25999999999999995
Standard Class,Home Office,United States,Seattle,Washington,98105,West,Móveis,Decoração,22.14,3,0.0,6.4206,0.29
Standard Class,Home Office,United States,Seattle,Washington,98105,West,Tecnologia,Acessórios,13.98,2,0.0,6.0114,0.43
Standard Class,Consumer,United States,Columbus,Indiana,47201,Central,Material de Escritório,Fichários,43.41,1,0.0,19.9686,0.46
Standard Class,Consumer,United States,Columbus,Indiana,47201,Central,Móveis,Decoração,6.24,3,0.0,2.6208,0.42
Standard Class,Consumer,United States,Columbus,Indiana,47201,Central,Material de Escritório,Eletrodomésticos,465.16,2,0.0,120.9416,0.25999999999999995
Standard Class,Consumer,United States,Columbus,Indiana,47201,Central,Material de Escritório,Papel,7.98,1,0.0,3.99,0.5
First Class,Consumer,United States,Chicago,Illinois,60623,Central,Material de Escritório,Eletrodomésticos,2.394,1,0.8,-6.3441,-2.65
Same Day,Home Office,United States,Marietta,Georgia,30062,South,Material de Escritório,Papel,58.32,9,0.0,27.9936,0.48
Same Day,Home Office,United States,Marietta,Georgia,30062,South,Tecnologia,Celulares,200.97,3,0.0,50.2425,0.25
Standard Class,Corporate,United States,Montgomery,Alabama,36116,South,Móveis,Decoração,21.36,8,0.0,8.1168,0.38
Standard Class,Corporate,United States,Plano,Texas,75023,Central,Material de Escritório,Etiquetas,9.856,4,0.2,3.4496,0.35000000000000003
Second Class,Home Office,United States,Tamarac,Florida,33319,South,Material de Escritório,Fichários,3.444,1,0.7,-2.5256,-0.7333333333333333
Second Class,Corporate,United States,Columbus,Ohio,43229,East,Material de Escritório,Suprimentos,384.592,2,0.2,-81.7258,-0.21250000000000002
Second Class,Consumer,United States,New York City,New York,10009,East,Material de Escritório,Envelopes,22.92,3,0.0,11.2308,0.49
Second Class,Consumer,United States,Richmond,Indiana,47374,Central,Material de Escritório,Fichários,11.36,4,0.0,5.5664,0.49
Standard Class,Consumer,United States,Seattle,Washington,98115,West,Material de Escritório,Fichários,14.592,3,0.2,4.9248,0.3375
Standard Class,Corporate,United States,Long Beach,New York,11561,East,Material de Escritório,Etiquetas,41.4,4,0.0,19.872,0.48000000000000004
First Class,Corporate,United States,Rockford,Illinois,61107,Central,Material de Escritório,Fichários,442.372,7,0.8,-729.9138,-1.6500000000000001
Standard Class,Corporate,United States,Columbus,Georgia,31907,South,Material de Escritório,Fichários,34.5,3,0.0,15.525,0.45
Same Day,Consumer,United States,Tulsa,Oklahoma,74133,Central,Material de Escritório,Fichários,28.85,5,0.0,14.425,0.5
Standard Class,Consumer,United States,Nashville,Tennessee,37211,South,Material de Escritório,Papel,3.488,2,0.2,1.1772,0.3375
Standard Class,Consumer,United States,Nashville,Tennessee,37211,South,Material de Escritório,Papel,143.856,9,0.2,48.5514,0.3375
Second Class,Home Office,United States,Cambridge,Massachusetts,2138,East,Tecnologia,Celulares,311.98,2,0.0,93.594,0.3
Second Class,Home Office,United States,Cambridge,Massachusetts,2138,East,Material de Escritório,Fichários,22.45,5,0.0,10.327,0.46
Standard Class,Corporate,United States,Oakland,California,94601,West,Tecnologia,Celulares,39.992,1,0.2,-7.9984,-0.2
Standard Class,Corporate,United States,Oakland,California,94601,West,Móveis,Cadeiras,1159.056,9,0.2,43.4646,0.0375
Standard Class,Corporate,United States,Oakland,California,94601,West,Material de Escritório,Arte,179.9,5,0.0,44.975,0.25
First Class,Corporate,United States,Palatine,Illinois,60067,Central,Tecnologia,Acessórios,116.312,7,0.2,23.2624,0.2
Second Class,Consumer,United States,Seattle,Washington,98105,West,Móveis,Decoração,12.42,3,0.0,4.4712,0.36
Second Class,Consumer,United States,Seattle,Washington,98105,West,Tecnologia,Acessórios,428.4,3,0.0,89.964,0.21000000000000002
Second Class,Consumer,United States,Seattle,Washington,98105,West,Móveis,Decoração,24.75,5,0.0,10.89,0.44
Second Class,Consumer,United States,Seattle,Washington,98105,West,Material de Escritório,Etiquetas,87.71,7,0.0,41.2237,0.47000000000000003
Second Class,Consumer,United States,Seattle,Washington,98105,West,Material de Escritório,Armazenamento,69.52,2,0.0,17.38,0.25
Second Class,Consumer,United States,Seattle,Washington,98105,West,Tecnologia,Celulares,20.784,2,0.2,-4.6764,-0.225
Second Class,Consumer,United States,Seattle,Washington,98105,West,Material de Escritório,Fichários,12.816,3,0.2,4.1652,0.32499999999999996
Standard Class,Consumer,United States,Cincinnati,Ohio,45231,East,Material de Escritório,Etiquetas,5.904,2,0.2,1.9926,0.33749999999999997
Standard Class,Consumer,United States,Marion,Ohio,43302,East,Móveis,Decoração,63.824,2,0.2,9.5736,0.15000000000000002
Standard Class,Consumer,United States,Marion,Ohio,43302,East,Material de Escritório,Armazenamento,141.552,3,0.2,-26.541,-0.1875
Standard Class,Corporate,United States,Los Angeles,California,90049,West,Material de Escritório,Envelopes,304.9,5,0.0,143.303,0.47000000000000003
Standard Class,Corporate,United States,Los Angeles,California,90049,West,Móveis,Cadeiras,563.24,5,0.2,56.324,0.09999999999999999
Standard Class,Corporate,United States,Lakewood,Ohio,44107,East,Móveis,Mesas,661.176,2,0.4,-231.4116,-0.35
Standard Class,Home Office,United States,Lebanon,Tennessee,37087,South,Tecnologia,Celulares,239.976,3,0.2,17.9982,0.075
Standard Class,Corporate,United States,San Francisco,California,94122,West,Móveis,Mesas,502.488,3,0.2,-87.9354,-0.17500000000000002
Standard Class,Corporate,United States,San Francisco,California,94122,West,Material de Escritório,Fichários,196.704,6,0.2,68.8464,0.35
Second Class,Home Office,United States,Chico,California,95928,West,Móveis,Cadeiras,915.136,4,0.2,102.9528,0.1125
Second Class,Home Office,United States,Chico,California,95928,West,Móveis,Decoração,327.76,8,0.0,91.7728,0.28
First Class,Consumer,United States,Salem,Virginia,24153,South,Móveis,Cadeiras,701.96,2,0.0,168.4704,0.24
Standard Class,Consumer,United States,Los Angeles,California,90008,West,Tecnologia,Celulares,88.776,3,0.2,7.7679,0.08750000000000001
Standard Class,Consumer,United States,Los Angeles,California,90008,West,Material de Escritório,Arte,64.14,3,0.0,16.6764,0.26
First Class,Corporate,United States,New York City,New York,10024,East,Material de Escritório,Fichários,33.552,1,0.2,12.582,0.375
Standard Class,Corporate,United States,Beverly,Massachusetts,1915,East,Material de Escritório,Eletrodomésticos,1737.18,6,0.0,503.7822,0.29
Standard Class,Corporate,United States,Beverly,Massachusetts,1915,East,Material de Escritório,Armazenamento,704.25,5,0.0,84.51,0.12000000000000001
Standard Class,Corporate,United States,Beverly,Massachusetts,1915,East,Material de Escritório,Papel,141.76,4,0.0,66.6272,0.47000000000000003
Standard Class,Corporate,United States,San Diego,California,92024,West,Material de Escritório,Fichários,36.36,3,0.2,12.2715,0.3375
First Class,Home Office,United States,San Francisco,California,94109,West,Móveis,Decoração,25.83,3,0.0,9.5571,0.37000000000000005
Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Material de Escritório,Fichários,24.588,3,0.8,-38.1114,-1.55
Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Material de Escritório,Envelopes,13.984,2,0.2,4.7196,0.33749999999999997
Standard Class,Consumer,United States,Dallas,Texas,75220,Central,Tecnologia,Celulares,195.96,5,0.2,19.596,0.09999999999999999
Second Class,Home Office,United States,Corpus Christi,Texas,78415,Central,Material de Escritório,Papel,74.352,3,0.2,23.235,0.3125
Same Day,Consumer,United States,New York City,New York,10035,East,Material de Escritório,Papel,6.68,1,0.0,3.2064,0.48
Second Class,Corporate,United States,Eugene,Oregon,97405,West,Material de Escritório,Suprimentos,17.584,7,0.2,-4.1762,-0.2375
Second Class,Corporate,United States,Eugene,Oregon,97405,West,Móveis,Cadeiras,104.784,1,0.2,-14.4078,-0.13749999999999998
Second Class,Corporate,United States,Eugene,Oregon,97405,West,Material de Escritório,Papel,47.952,3,0.2,16.7832,0.35000000000000003
Second Class,Corporate,United States,Eugene,Oregon,97405,West,Móveis,Cadeiras,650.352,3,0.2,-97.5528,-0.15000000000000002
Second Class,Corporate,United States,Eugene,Oregon,97405,West,Material de Escritório,Etiquetas,629.184,8,0.2,228.0792,0.3625
Second Class,Corporate,United States,Eugene,Oregon,97405,West,Material de Escritório,Papel,15.176,1,0.2,5.3116,0.35000000000000003
Standard Class,Consumer,United States,Oxnard,California,93030,West,Móveis,Decoração,127.95,3,0.0,21.7515,0.16999999999999998
Standard Class,Corporate,United States,Fairfield,Connecticut,6824,East,Material de Escritório,Armazenamento,579.51,3,0.0,81.1314,0.14
Standard Class,Corporate,United States,Fairfield,Connecticut,6824,East,Tecnologia,Celulares,14.99,1,0.0,7.3451,0.49000000000000005
Standard Class,Corporate,United States,Jackson,Michigan,49201,Central,Material de Escritório,Arte,151.92,4,0.0,45.576,0.30000000000000004
Standard Class,Corporate,United States,Jackson,Michigan,49201,Central,Material de Escritório,Etiquetas,196.62,2,0.0,96.3438,0.49
Standard Class,Corporate,United States,Jackson,Michigan,49201,Central,Material de Escritório,Papel,144.12,3,0.0,69.1776,0.48
Standard Class,Corporate,United States,Jackson,Michigan,49201,Central,Material de Escritório,Papel,15.96,2,0.0,7.98,0.5
Second Class,Corporate,United States,Laguna Niguel,California,92677,West,Tecnologia,Celulares,39.96,5,0.2,3.4965,0.08750000000000001
Second Class,Corporate,United States,Laguna Niguel,California,92677,West,Material de Escritório,Papel,34.08,6,0.0,15.336,0.45
Standard Class,Corporate,United States,Jacksonville,Florida,32216,South,Material de Escritório,Papel,10.368,2,0.2,3.6288,0.35
Standard Class,Corporate,United States,Mount Vernon,New York,10550,East,Material de Escritório,Fichários,7.752,3,0.2,2.8101,0.3625
Second Class,Home Office,United States,Midland,Michigan,48640,Central,Material de Escritório,Envelopes,15.28,2,0.0,7.4872,0.49
Standard Class,Consumer,United States,Newark,Delaware,19711,East,Tecnologia,Máquinas,65.97,3,0.0,31.0059,0.47000000000000003
Standard Class,Corporate,United States,San Francisco,California,94109,West,Material de Escritório,Papel,33.4,5,0.0,16.032,0.48000000000000004
Standard Class,Corporate,United States,San Francisco,California,94109,West,Material de Escritório,Envelopes,210.84,4,0.0,103.3116,0.49
Standard Class,Consumer,United States,Westland,Michigan,48185,Central,Material de Escritório,Armazenamento,13.98,1,0.0,4.0542,0.29
Standard Class,Consumer,United States,Westland,Michigan,48185,Central,Móveis,Decoração,272.94,3,0.0,30.0234,0.11
Standard Class,Consumer,United States,Westland,Michigan,48185,Central,Material de Escritório,Fichários,19.05,5,0.0,8.9535,0.47
Standard Class,Consumer,United States,Westland,Michigan,48185,Central,Material de Escritório,Eletrodomésticos,247.716,4,0.1,93.5816,0.37777777777777777
Standard Class,Consumer,United States,Westland,Michigan,48185,Central,Material de Escritório,Armazenamento,66.58,2,0.0,15.9792,0.24000000000000002
Standard Class,Consumer,United States,Westland,Michigan,48185,Central,Material de Escritório,Arte,43.92,3,0.0,12.7368,0.29
Standard Class,Consumer,United States,Westland,Michigan,48185,Central,Móveis,Decoração,14.73,3,0.0,4.8609,0.33
Standard Class,Consumer,United States,Westland,Michigan,48185,Central,Material de Escritório,Fichários,29.7,5,0.0,13.365,0.45
Standard Class,Consumer,United States,New York City,New York,10011,East,Material de Escritório,Fichários,18.28,5,0.2,6.398,0.35
Standard Class,Consumer,United States,Los Angeles,California,90008,West,Móveis,Decoração,47.04,4,0.0,15.9936,0.34
Standard Class,Consumer,United States,Los Angeles,California,90008,West,Tecnologia,Celulares,339.96,5,0.2,42.495,0.125
Standard Class,Corporate,United States,New York City,New York,10035,East,Tecnologia,Celulares,87.8,4,0.0,43.9,0.5
Standard Class,Corporate,United States,New York City,New York,10035,East,Móveis,Cadeiras,221.382,2,0.1,2.4598,0.011111111111111112
Standard Class,Corporate,United States,New York City,New York,10035,East,Tecnologia,Máquinas,5199.96,4,0.0,1351.9896,0.26
First Class,Consumer,United States,Lancaster,Ohio,43130,East,Material de Escritório,Armazenamento,156.512,4,0.2,-35.2152,-0.225
First Class,Home Office,United States,Newark,Delaware,19711,East,Tecnologia,Acessórios,119.85,3,0.0,52.734,0.44000000000000006
First Class,Home Office,United States,Newark,Delaware,19711,East,Material de Escritório,Fichários,30.44,2,0.0,14.9156,0.49
First Class,Home Office,United States,Newark,Delaware,19711,East,Material de Escritório,Fichários,69.28,2,0.0,33.2544,0.4799999999999999
First Class,Home Office,United States,Newark,Delaware,19711,East,Tecnologia,Celulares,587.97,3,0.0,170.5113,0.29
Same Day,Home Office,United States,New York City,New York,10024,East,Material de Escritório,Etiquetas,24.55,5,0.0,12.0295,0.49
Standard Class,Consumer,United States,San Francisco,California,94109,West,Material de Escritório,Fichários,12.176,1,0.2,4.4138,0.3625
Standard Class,Consumer,United States,San Francisco,California,94109,West,Material de Escritório,Armazenamento,37.32,3,0.0,10.4496,0.28
Standard Class,Consumer,United States,San Francisco,California,94109,West,Material de Escritório,Suprimentos,35.06,2,0.0,10.518,0.3
Standard Class,Consumer,United States,Dallas,Texas,75217,Central,Móveis,Decoração,108.4,5,0.6,-105.69,-0.975
Standard Class,Corporate,United States,Miami,Florida,33178,South,Tecnologia,Celulares,361.376,2,0.2,27.1032,0.07500000000000001
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Material de Escritório,Fichários,2.412,1,0.7,-2.01,-0.8333333333333333
Standard Class,Corporate,United States,New York City,New York,10011,East,Material de Escritório,Eletrodomésticos,8.39,1,0.0,2.0975,0.25
Standard Class,Corporate,United States,New York City,New York,10011,East,Tecnologia,Celulares,337.98,2,0.0,101.394,0.3
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Material de Escritório,Armazenamento,83.92,5,0.2,-13.637,-0.1625
Standard Class,Corporate,United States,Seattle,Washington,98103,West,Material de Escritório,Fichários,19.68,5,0.2,6.888,0.35
